"INTNR","kvotgrupp","BG_COUNTRY","BG_Gender","BG_Age","AGE_ITA","MUN_ITA","NUTS2","lik_airp","imp_ind_airp","imp_oth_airp","prep_aut_airp","prep_ind_airp","know_aut_airp","know_ind_airp","exper_airp","work","education","income","politic","smoke","lik_airp_rel","imp_ind_airp_rel","we","PM10_mean"
795,"Sverige riksrep",0,1,"1",NA,NA,7,3,3,3,3,2,3,2,1,1,0,1,0,0,1.875,1.25,0.767350929,13.5793528618802
959,"Sverige riksrep",0,1,"1",NA,NA,7,1,5,4,3,3,3,3,0,1,0,1,NA,0,0.454545454545455,1.35135135135135,0.767350929,13.5793528618802
1269,"Sverige riksrep",0,1,"2",NA,NA,4,5,4,4,4,2,3,3,0,0,1,1,1,0,1.72413793103448,1.29032258064516,0.767350929,16.4057161730772
1789,"Sverige riksrep",0,0,"0",NA,NA,3,2,4,3,2,1,2,2,1,1,1,0,1,0,0.625,1.21212121212121,0.767350929,16.6131092862998
765,"Sverige riksrep",0,1,"1",NA,NA,4,5,4,5,1,1,1,1,1,0,0,0,2,0,2.38095238095238,1.02564102564103,0.767350929,16.4057161730772
1058,"Sverige riksrep",0,0,"0",NA,NA,2,5,5,5,3,3,2,3,1,1,1,0,0,0,1.66666666666667,1.5625,0.767350929,11.9524328515264
1469,"Sverige riksrep",0,1,"2",NA,NA,2,2,2,3,2,2,2,3,NA,1,NA,1,1,0,1.53846153846154,1,0.767350929,11.9524328515264
1145,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,5,2,1,3,2,NA,0,1,1,2,0,1.72413793103448,1.17647058823529,0.767350929,11.9524328515264
624,"Sverige riksrep",0,1,"1",NA,NA,4,4,3,4,3,1,3,1,1,1,0,1,2,1,2.10526315789474,1.28571428571429,0.767350929,16.4057161730772
1477,"Sverige riksrep",0,1,"0",NA,NA,2,5,4,4,2,4,3,4,1,1,1,1,2,0,2,1.33333333333333,0.767350929,11.9524328515264
718,"Sverige riksrep",0,0,"1",NA,NA,8,5,3,4,3,3,2,2,1,1,0,1,1,0,2.5,0.882352941176471,0.767350929,10.7438142189873
2046,"Sverige riksrep",0,0,"1",NA,NA,8,4,4,5,3,2,3,2,0,1,0,1,1,0,1.81818181818182,1.29032258064516,0.767350929,10.7438142189873
852,"Sverige riksrep",0,0,"1",NA,NA,5,5,5,5,1,1,1,1,1,0,1,0,1,0,1.36363636363636,1.28205128205128,0.767350929,14.7177368200511
829,"Sverige riksrep",0,1,"2",NA,NA,3,3,4,4,2,3,3,3,NA,0,0,1,2,0,1.11111111111111,1.33333333333333,0.767350929,16.6131092862998
1414,"Sverige riksrep",0,1,"1",NA,NA,2,3,2,3,2,3,2,2,0,1,0,0,1,0,1.76470588235294,0.909090909090909,0.767350929,11.9524328515264
833,"Sverige riksrep",0,1,"1",NA,NA,7,2,4,3,4,4,4,3,0,1,0,1,1,0,1.17647058823529,1.33333333333333,0.767350929,13.5793528618802
1382,"Sverige riksrep",0,0,"1",NA,NA,3,3,3,3,2,2,3,2,NA,1,1,1,2,0,1.5,0.964285714285714,0.767350929,16.6131092862998
754,"Sverige riksrep",0,1,"2",NA,NA,5,2,2,2,1,3,1,3,0,0,1,0,2,0,0.869565217391304,0.769230769230769,0.767350929,14.7177368200511
1486,"Sverige riksrep",0,0,"0",NA,NA,5,2,4,4,3,2,4,2,0,1,1,1,1,0,0.909090909090909,1.17647058823529,0.767350929,14.7177368200511
1851,"Sverige riksrep",0,0,"1",NA,NA,4,5,5,5,3,3,3,3,1,1,1,1,1,0,1.25,1.28205128205128,0.767350929,16.4057161730772
841,"Sverige riksrep",0,1,"1",NA,NA,3,1,1,1,2,1,1,1,0,1,0,1,2,0,0.714285714285714,0.3125,0.767350929,16.6131092862998
1118,"Sverige riksrep",0,0,"0",NA,NA,7,2,3,4,3,1,3,1,0,1,1,1,1,0,0.8,0.9375,0.767350929,13.5793528618802
1606,"Sverige riksrep",0,1,"0",NA,NA,2,5,2,4,2,1,1,1,1,1,1,1,1,0,2.63157894736842,0.689655172413793,0.767350929,11.9524328515264
644,"Sverige riksrep",0,0,"1",NA,NA,5,5,4,5,2,4,4,3,1,0,1,1,1,0,2.5,1.29032258064516,0.767350929,14.7177368200511
1714,"Sverige riksrep",0,1,"1",NA,NA,2,4,NA,NA,2,NA,NA,NA,NA,1,0,1,2,1,1.81818181818182,NA,0.767350929,11.9524328515264
1655,"Sverige riksrep",0,0,"1",NA,NA,2,5,NA,NA,NA,1,NA,1,NA,1,1,1,1,0,1.20689655172414,NA,0.767350929,11.9524328515264
1083,"Sverige riksrep",0,1,"0",NA,NA,5,4,3,3,2,3,3,2,0,0,1,1,0,0,1.33333333333333,0.882352941176471,0.767350929,14.7177368200511
678,"Sverige riksrep",0,0,"2",NA,NA,5,3,3,3,3,3,3,3,1,0,0,1,0,0,1.5,1.03448275862069,0.767350929,14.7177368200511
2095,"Sverige riksrep",0,0,"0",NA,NA,8,4,4,4,3,2,5,3,0,1,1,1,1,0,1.6,1.29032258064516,0.767350929,10.7438142189873
1245,"Sverige riksrep",0,1,"0",NA,NA,2,3,2,2,3,3,3,3,0,1,1,1,2,0,1.42857142857143,0.689655172413793,0.767350929,11.9524328515264
1826,"Sverige riksrep",0,0,"1",NA,NA,5,3,4,3,3,3,3,3,1,1,0,1,1,0,2,1.11111111111111,0.767350929,14.7177368200511
1694,"Sverige riksrep",0,1,"1",NA,NA,5,4,3,5,1,2,3,2,1,1,0,0,2,0,1.48148148148148,0.870967741935484,0.767350929,14.7177368200511
1898,"Sverige riksrep",0,1,"1",NA,NA,5,5,3,4,4,1,4,4,1,1,1,1,1,0,3.125,1.42857142857143,0.767350929,14.7177368200511
850,"Sverige riksrep",0,0,"0",NA,NA,7,3,3,4,2,2,3,1,0,1,1,1,1,0,0.967741935483871,1,0.767350929,13.5793528618802
1184,"Sverige riksrep",0,1,"1",NA,NA,5,5,5,4,1,1,1,2,0,1,1,1,2,0,2.77777777777778,1.51515151515152,0.767350929,14.7177368200511
628,"Sverige riksrep",0,0,"0",NA,NA,2,5,5,5,2,2,3,4,NA,NA,1,NA,2,0,1.5625,1.25,0.767350929,11.9524328515264
772,"Sverige riksrep",0,0,"0",NA,NA,2,3,4,NA,1,1,2,2,1,1,1,1,0,1,1.15384615384615,1.14285714285714,0.767350929,11.9524328515264
1692,"Sverige riksrep",0,0,"0",NA,NA,5,3,3,3,NA,NA,NA,1,NA,1,1,1,1,1,0.882352941176471,0.810810810810811,0.767350929,14.7177368200511
2202,"Sverige riksrep",0,0,"1",NA,NA,4,5,5,5,3,3,4,3,1,1,1,1,1,0,1.25,1.13636363636364,0.767350929,16.4057161730772
2074,"Sverige riksrep",0,1,"0",NA,NA,5,3,3,2,2,2,2,2,1,1,1,1,2,0,1.30434782608696,0.9375,0.767350929,14.7177368200511
626,"Sverige riksrep",0,1,"0",NA,NA,5,3,4,3,2,3,2,3,0,0,1,0,2,0,2,1.48148148148148,0.767350929,14.7177368200511
653,"Sverige riksrep",0,1,"2",NA,NA,5,2,3,3,2,2,2,3,0,0,0,1,2,1,1.25,1.30434782608696,0.767350929,14.7177368200511
1065,"Sverige riksrep",0,1,"2",NA,NA,5,4,4,3,3,4,3,4,1,0,1,0,0,0,1.42857142857143,1.29032258064516,0.767350929,14.7177368200511
848,"Sverige riksrep",0,1,"1",NA,NA,5,1,NA,1,NA,NA,NA,NA,1,1,1,1,0,1,0.6,NA,0.767350929,14.7177368200511
1556,"Sverige riksrep",0,1,"0",NA,NA,2,2,3,3,2,2,2,1,NA,1,1,1,2,0,1.05263157894737,1.07142857142857,0.767350929,11.9524328515264
805,"Sverige riksrep",0,0,"2",NA,NA,4,3,3,3,3,3,3,3,0,0,1,1,1,0,1.66666666666667,1.2,0.767350929,16.4057161730772
1098,"Sverige riksrep",0,0,"0",NA,NA,6,3,4,4,3,2,4,2,0,1,0,1,1,0,1.07142857142857,1.17647058823529,0.767350929,14.0101476731281
2271,"Sverige riksrep",0,0,"1",NA,NA,5,4,3,3,2,2,3,2,0,1,0,1,2,0,2.22222222222222,1.11111111111111,0.767350929,14.7177368200511
1127,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,5,5,1,4,2,0,1,1,1,1,0,1.92307692307692,1.05263157894737,0.767350929,11.9524328515264
1456,"Sverige riksrep",0,1,"0",NA,NA,4,1,5,5,NA,1,NA,1,0,1,0,1,2,1,0.5625,1.21621621621622,0.767350929,16.4057161730772
1630,"Sverige riksrep",0,1,"2",NA,NA,3,4,3,4,2,2,3,1,0,0,0,1,2,0,2.22222222222222,1.875,0.767350929,16.6131092862998
1910,"Sverige riksrep",0,0,"1",NA,NA,3,4,4,4,3,4,4,4,1,1,1,1,2,0,1.37931034482759,1.37931034482759,0.767350929,16.6131092862998
697,"Sverige riksrep",0,1,"1",NA,NA,2,5,4,5,3,2,3,3,1,1,0,1,1,0,1.85185185185185,1.08108108108108,0.767350929,11.9524328515264
984,"Sverige riksrep",0,0,"0",NA,NA,5,4,3,4,3,1,3,3,1,1,1,1,1,0,1.42857142857143,1.42857142857143,0.767350929,14.7177368200511
814,"Sverige riksrep",0,0,"1",NA,NA,4,5,4,5,3,2,3,1,1,1,1,1,2,0,1.5625,NA,0.767350929,16.4057161730772
1148,"Sverige riksrep",0,1,"2",NA,NA,5,3,3,4,3,2,3,1,1,0,0,1,1,0,1.42857142857143,1.5,0.767350929,14.7177368200511
1782,"Sverige riksrep",0,0,"1",NA,NA,2,5,3,5,4,2,4,3,0,1,1,1,1,0,2,1.03448275862069,0.767350929,11.9524328515264
1543,"Sverige riksrep",0,0,"1",NA,NA,2,5,4,4,3,2,4,1,0,1,1,1,1,0,1.72413793103448,1.38461538461538,0.767350929,11.9524328515264
2289,"Sverige riksrep",0,1,"2",NA,NA,2,5,4,5,3,NA,3,NA,NA,0,0,1,0,0,1.92307692307692,1.6,0.767350929,11.9524328515264
680,"Sverige riksrep",0,0,"0",NA,NA,3,4,3,2,2,3,3,3,0,1,0,1,1,1,1.81818181818182,0.833333333333333,0.767350929,16.6131092862998
1341,"Sverige riksrep",0,1,"2",NA,NA,8,2,2,4,3,2,3,2,1,0,0,1,2,1,0.909090909090909,1.25,0.767350929,10.7438142189873
630,"Sverige riksrep",0,0,"1",NA,NA,3,1,5,5,3,1,3,1,0,1,0,0,2,0,0.727272727272727,1.21951219512195,0.767350929,16.6131092862998
1458,"Sverige riksrep",0,1,"0",NA,NA,3,3,3,2,2,1,2,3,0,1,1,1,2,0,1.07142857142857,0.967741935483871,0.767350929,16.6131092862998
335,"Sverige riksrep",0,0,"0",NA,NA,2,5,5,4,3,3,3,3,1,0,1,1,1,0,2,1.31578947368421,0.767350929,11.9524328515264
869,"Sverige riksrep",0,0,"2",NA,NA,3,2,3,4,3,2,2,2,NA,0,1,1,2,0,0.833333333333333,1.08,0.767350929,16.6131092862998
712,"Sverige riksrep",0,0,"2",NA,NA,2,4,3,3,2,2,3,3,1,0,1,1,0,0,1.9047619047619,0.967741935483871,0.767350929,11.9524328515264
569,"Sverige riksrep",0,0,"0",NA,NA,4,4,4,5,2,2,2,2,0,1,1,1,2,0,1.42857142857143,1.25,0.767350929,16.4057161730772
801,"Sverige riksrep",0,0,"2",NA,NA,6,4,4,5,3,3,3,2,1,0,0,1,1,0,1.42857142857143,1.37931034482759,0.767350929,14.0101476731281
1864,"Sverige riksrep",0,0,"1",NA,NA,2,2,2,3,1,1,1,1,0,1,1,1,0,0,1.05263157894737,1.11111111111111,0.767350929,11.9524328515264
589,"Sverige riksrep",0,0,"1",NA,NA,5,4,4,4,1,1,2,1,1,1,1,0,2,0,1.6,1.9047619047619,0.767350929,14.7177368200511
1108,"Sverige riksrep",0,1,"1",NA,NA,5,4,4,4,2,1,2,1,0,1,0,1,2,1,2.66666666666667,2,0.767350929,14.7177368200511
1730,"Sverige riksrep",0,0,"1",NA,NA,2,5,4,5,2,1,2,3,1,0,0,0,1,0,2.27272727272727,1.71428571428571,0.767350929,11.9524328515264
886,"Sverige riksrep",0,1,"2",NA,NA,2,5,5,5,1,2,1,2,1,0,1,1,1,0,2.5,1.13636363636364,0.767350929,11.9524328515264
1429,"Sverige riksrep",0,0,"0",NA,NA,8,1,5,5,1,1,5,2,0,1,1,1,1,0,0.4,1.51515151515152,0.767350929,10.7438142189873
1553,"Sverige riksrep",0,0,"1",NA,NA,6,2,3,4,4,3,3,4,1,1,1,NA,2,0,1,1.42857142857143,0.767350929,14.0101476731281
1739,"Sverige riksrep",0,1,"0",NA,NA,8,3,2,3,4,2,4,2,0,1,1,0,1,0,1.57894736842105,0.645161290322581,0.767350929,10.7438142189873
2344,"Sverige riksrep",0,1,"1",NA,NA,4,1,1,3,2,1,1,1,0,1,0,1,0,1,0.909090909090909,0.588235294117647,0.767350929,16.4057161730772
968,"Sverige riksrep",0,1,"1",NA,NA,2,3,4,4,3,1,3,1,0,1,1,1,1,0,1.2,1.11111111111111,0.767350929,11.9524328515264
574,"Sverige riksrep",0,1,"0",NA,NA,4,2,3,5,2,3,3,3,0,0,0,1,1,0,1,1.2,0.767350929,16.4057161730772
1827,"Sverige riksrep",0,1,"2",NA,NA,4,3,3,4,3,2,3,2,1,0,1,1,2,0,1.2,1.08,0.767350929,16.4057161730772
1873,"Sverige riksrep",0,0,"0",NA,NA,8,4,5,3,3,1,2,1,0,1,1,0,2,0,1.66666666666667,1.21951219512195,0.767350929,10.7438142189873
739,"Sverige riksrep",0,0,"1",NA,NA,5,5,5,5,4,2,3,2,0,1,0,1,1,0,1.47058823529412,1.11111111111111,0.767350929,14.7177368200511
1128,"Sverige riksrep",0,1,"1",NA,NA,4,5,3,5,1,3,1,3,1,1,1,1,2,1,1.31578947368421,1.36363636363636,0.767350929,16.4057161730772
698,"Sverige riksrep",0,0,"1",NA,NA,2,5,5,5,3,3,3,2,1,1,0,1,NA,0,1.61290322580645,1.16279069767442,0.767350929,11.9524328515264
1335,"Sverige riksrep",0,1,"0",NA,NA,5,3,3,5,2,1,2,1,0,1,0,0,2,0,1.30434782608696,0.9375,0.767350929,14.7177368200511
349,"Sverige riksrep",0,1,"0",NA,NA,3,3,2,3,2,4,3,2,0,1,1,1,1,0,1.42857142857143,0.666666666666667,0.767350929,16.6131092862998
1778,"Sverige riksrep",0,1,"1",NA,NA,6,2,3,3,3,2,3,3,0,1,1,1,1,0,0.8,0.967741935483871,0.767350929,14.0101476731281
1134,"Sverige riksrep",0,1,"0",NA,NA,8,4,5,5,2,1,3,2,0,1,1,1,1,1,1.29032258064516,1.11111111111111,0.767350929,10.7438142189873
1372,"Sverige riksrep",0,0,"1",NA,NA,2,3,4,4,2,1,2,3,NA,1,1,1,1,0,1.11111111111111,1.08108108108108,0.767350929,11.9524328515264
1524,"Sverige riksrep",0,1,"0",NA,NA,2,1,2,3,NA,NA,NA,NA,0,0,0,0,1,0,0.666666666666667,0.714285714285714,0.767350929,11.9524328515264
1487,"Sverige riksrep",0,0,"0",NA,NA,4,3,3,4,3,2,4,3,0,1,1,1,2,0,1.07142857142857,0.967741935483871,0.767350929,16.4057161730772
1333,"Sverige riksrep",0,1,"0",NA,NA,2,3,3,3,2,2,1,3,0,1,1,1,1,0,1.875,1.57894736842105,0.767350929,11.9524328515264
1511,"Sverige riksrep",0,1,"0",NA,NA,8,5,4,4,3,2,3,4,1,1,0,1,1,0,2.17391304347826,1.17647058823529,0.767350929,10.7438142189873
733,"Sverige riksrep",0,1,"1",NA,NA,4,5,2,4,2,2,2,3,1,1,1,1,2,0,2.38095238095238,0.8,0.767350929,16.4057161730772
1425,"Sverige riksrep",0,0,"0",NA,NA,7,4,4,4,2,1,2,2,0,1,0,1,NA,0,1.08108108108108,1.14285714285714,0.767350929,13.5793528618802
1394,"Sverige riksrep",0,0,"1",NA,NA,8,3,3,3,3,1,3,1,1,1,1,1,1,0,1.76470588235294,0.857142857142857,0.767350929,10.7438142189873
672,"Sverige riksrep",0,1,"0",NA,NA,2,4,3,4,3,3,5,4,1,1,1,1,1,0,1.73913043478261,1.2,0.767350929,11.9524328515264
195,"Sverige riksrep",0,1,"0",NA,NA,7,1,NA,3,NA,NA,NA,NA,NA,1,0,1,2,0,0.555555555555556,NA,0.767350929,13.5793528618802
428,"Sverige riksrep",0,1,"0",NA,NA,6,5,3,4,3,3,3,2,1,1,1,1,NA,0,2,0.9,0.767350929,14.0101476731281
1495,"Sverige riksrep",0,0,"0",NA,NA,2,3,3,4,2,1,2,1,0,1,1,1,1,0,1.11111111111111,1.03448275862069,0.767350929,11.9524328515264
834,"Sverige riksrep",0,1,"0",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,0,NA,NA,0.767350929,11.9524328515264
1388,"Sverige riksrep",0,0,"0",NA,NA,5,2,2,3,1,1,2,1,0,1,1,1,NA,0,1.05263157894737,0.952380952380952,0.767350929,14.7177368200511
948,"Sverige riksrep",0,1,"1",NA,NA,2,3,2,2,4,4,4,4,0,1,1,1,2,0,1.36363636363636,1.05263157894737,0.767350929,11.9524328515264
1589,"Sverige riksrep",0,0,"1",NA,NA,4,2,1,2,2,2,3,1,0,0,0,1,2,0,1.42857142857143,0.625,0.767350929,16.4057161730772
2248,"Sverige riksrep",0,0,"1",NA,NA,4,1,2,2,2,1,2,1,0,1,1,1,2,0,0.714285714285714,0.869565217391304,0.767350929,16.4057161730772
1180,"Sverige riksrep",0,0,"1",NA,NA,7,5,5,5,2,3,2,2,1,1,1,1,1,0,2.5,1.25,0.767350929,13.5793528618802
981,"Sverige riksrep",0,1,"2",NA,NA,5,3,3,3,2,1,2,1,0,1,0,1,2,0,1.6875,1.03448275862069,0.767350929,14.7177368200511
1405,"Sverige riksrep",0,1,"1",NA,NA,2,4,3,3,3,3,3,4,1,1,1,1,2,0,1.48148148148148,1.42857142857143,0.767350929,11.9524328515264
2178,"Sverige riksrep",0,0,"2",NA,NA,3,4,1,3,3,4,3,3,0,0,1,1,2,0,2.22222222222222,0.666666666666667,0.767350929,16.6131092862998
1190,"Sverige riksrep",0,1,"1",NA,NA,5,2,2,3,2,1,2,1,0,1,1,1,2,0,1.05263157894737,0.833333333333333,0.767350929,14.7177368200511
2036,"Sverige riksrep",0,0,"0",NA,NA,6,3,2,3,3,2,3,3,0,1,0,1,1,0,1.57894736842105,1.11111111111111,0.767350929,14.0101476731281
782,"Sverige riksrep",0,0,"1",NA,NA,4,3,4,3,2,3,2,1,1,1,0,1,1,0,1.25,0.947368421052632,0.767350929,16.4057161730772
706,"Sverige riksrep",0,1,"2",NA,NA,4,4,4,4,2,2,3,3,0,0,1,1,2,0,1.66666666666667,1.9047619047619,0.767350929,16.4057161730772
2493,"Sverige riksrep",0,0,"2",NA,NA,8,4,3,3,3,3,3,2,0,0,0,1,2,0,1.53846153846154,1.25,0.767350929,10.7438142189873
1559,"Sverige riksrep",0,0,"1",NA,NA,3,5,5,5,3,2,2,3,1,1,1,0,0,1,1.5625,1.47058823529412,0.767350929,16.6131092862998
585,"Sverige riksrep",0,1,"0",NA,NA,2,4,5,4,2,2,5,3,1,0,1,0,1,0,1.48148148148148,1.81818181818182,0.767350929,11.9524328515264
1306,"Sverige riksrep",0,1,"0",NA,NA,6,1,1,3,1,1,1,2,1,1,0,1,2,0,0.526315789473684,0.434782608695652,0.767350929,14.0101476731281
18,"Sverige riksrep",0,1,"0",NA,NA,6,3,5,5,NA,2,NA,2,0,1,0,1,NA,0,1.30434782608696,1.11111111111111,0.767350929,14.0101476731281
2460,"Sverige riksrep",0,1,"0",NA,NA,2,4,3,4,3,1,3,3,0,0,1,0,1,0,1.53846153846154,0.789473684210526,0.767350929,11.9524328515264
2447,"Sverige riksrep",0,0,"0",NA,NA,6,4,4,4,3,3,3,4,1,1,1,1,2,0,1.73913043478261,1.53846153846154,0.767350929,14.0101476731281
2275,"Sverige riksrep",0,0,"2",NA,NA,2,3,4,4,3,3,3,3,0,0,0,0,0,0,1.2,1.14285714285714,0.767350929,11.9524328515264
2270,"Sverige riksrep",0,1,"0",NA,NA,2,2,NA,4,2,2,NA,3,NA,1,0,1,0,0,1.63636363636364,NA,0.767350929,11.9524328515264
2070,"Sverige riksrep",0,0,"2",NA,NA,4,5,5,5,3,3,3,4,1,0,1,0,1,1,1.72413793103448,1.42857142857143,0.767350929,16.4057161730772
1409,"Sverige riksrep",0,1,"1",NA,NA,5,5,4,4,3,1,5,1,1,1,1,1,1,0,1.66666666666667,1.42857142857143,0.767350929,14.7177368200511
965,"Sverige riksrep",0,0,"0",NA,NA,8,5,4,5,1,1,1,1,0,1,0,0,1,0,1.61290322580645,1.21212121212121,0.767350929,10.7438142189873
1075,"Sverige riksrep",0,0,"1",NA,NA,4,5,5,5,1,3,1,4,1,1,1,1,1,0,2.27272727272727,1.19047619047619,0.767350929,16.4057161730772
694,"Sverige riksrep",0,0,"1",NA,NA,3,5,3,4,4,3,4,4,1,1,1,1,1,0,1.72413793103448,1.15384615384615,0.767350929,16.6131092862998
1915,"Sverige riksrep",0,0,"1",NA,NA,4,5,5,5,NA,3,3,2,1,1,1,1,2,0,3.33333333333333,1.35135135135135,0.767350929,16.4057161730772
778,"Sverige riksrep",0,0,"1",NA,NA,5,3,3,3,1,3,1,3,1,1,1,1,2,0,1.15384615384615,1.11111111111111,0.767350929,14.7177368200511
2246,"Sverige riksrep",0,0,"1",NA,NA,2,4,3,3,3,2,4,3,1,1,1,1,0,0,1.66666666666667,1.5,0.767350929,11.9524328515264
2511,"Sverige riksrep",0,1,"2",NA,NA,5,2,1,3,3,3,2,3,1,0,0,1,1,0,1.66666666666667,0.666666666666667,0.767350929,14.7177368200511
1254,"Sverige riksrep",0,1,"2",NA,NA,8,2,3,3,2,3,2,2,0,NA,0,0,1,0,1.17647058823529,1.125,0.767350929,10.7438142189873
2110,"Sverige riksrep",0,0,"1",NA,NA,2,5,3,2,2,2,2,2,1,1,1,1,2,0,1.47058823529412,1.03448275862069,0.767350929,11.9524328515264
1167,"Sverige riksrep",0,0,"2",NA,NA,2,5,5,5,2,5,3,4,1,0,0,1,1,0,1.92307692307692,1.35135135135135,0.767350929,11.9524328515264
2033,"Sverige riksrep",0,1,"1",NA,NA,6,2,4,4,2,3,2,3,1,0,0,1,2,0,1.53846153846154,1.28,0.767350929,14.0101476731281
2197,"Sverige riksrep",0,1,"1",NA,NA,2,2,2,3,NA,NA,1,2,1,1,1,1,2,0,0.909090909090909,0.727272727272727,0.767350929,11.9524328515264
2031,"Sverige riksrep",0,0,"2",NA,NA,2,NA,NA,NA,NA,1,NA,1,0,0,0,1,1,0,NA,NA,0.767350929,11.9524328515264
1468,"Sverige riksrep",0,0,"0",NA,NA,6,2,3,3,2,2,2,2,0,1,1,1,2,0,1,0.882352941176471,0.767350929,14.0101476731281
1085,"Sverige riksrep",0,0,"1",NA,NA,7,1,2,3,3,5,3,3,0,1,0,1,2,0,0.769230769230769,1.11111111111111,0.767350929,13.5793528618802
1994,"Sverige riksrep",0,0,"2",NA,NA,4,5,4,5,2,1,2,3,1,0,1,0,1,0,2.08333333333333,2.10526315789474,0.767350929,16.4057161730772
719,"Sverige riksrep",0,1,"1",NA,NA,4,2,2,2,2,4,NA,3,0,1,0,0,2,0,1,0.833333333333333,0.767350929,16.4057161730772
675,"Sverige riksrep",0,1,"2",NA,NA,2,4,4,3,3,3,3,2,1,1,0,1,0,0,2.22222222222222,1.37931034482759,0.767350929,11.9524328515264
918,"Sverige riksrep",0,0,"2",NA,NA,2,5,4,4,3,2,3,2,1,0,1,1,1,0,1.5625,1.21212121212121,0.767350929,11.9524328515264
1215,"Sverige riksrep",0,1,"2",NA,NA,4,3,2,3,3,1,2,2,1,0,0,1,2,0,2.14285714285714,1.25,0.767350929,16.4057161730772
817,"Sverige riksrep",0,1,"1",NA,NA,3,4,5,4,2,3,2,2,1,0,0,0,1,0,1.42857142857143,2.08333333333333,0.767350929,16.6131092862998
1201,"Sverige riksrep",0,0,"1",NA,NA,2,2,1,2,2,1,2,3,0,1,1,1,2,0,1.33333333333333,0.833333333333333,0.767350929,11.9524328515264
1008,"Sverige riksrep",0,1,"1",NA,NA,6,4,3,4,2,1,2,1,0,0,1,1,0,0,1.66666666666667,0.882352941176471,0.767350929,14.0101476731281
1411,"Sverige riksrep",0,1,"0",NA,NA,3,3,4,3,2,1,2,1,0,1,1,1,2,0,1.57894736842105,1.25,0.767350929,16.6131092862998
854,"Sverige riksrep",0,0,"2",NA,NA,4,NA,4,3,2,2,2,3,1,0,1,1,2,0,NA,0.952380952380952,0.767350929,16.4057161730772
2242,"Sverige riksrep",0,1,"1",NA,NA,6,3,4,3,3,3,4,4,1,0,1,1,1,0,1.03448275862069,1.02564102564103,0.767350929,14.0101476731281
1449,"Sverige riksrep",0,1,"1",NA,NA,4,3,3,4,3,1,5,2,0,1,1,1,1,0,2.14285714285714,1.15384615384615,0.767350929,16.4057161730772
1912,"Sverige riksrep",0,1,"0",NA,NA,5,2,2,NA,3,NA,3,NA,NA,1,1,1,2,0,1.11111111111111,0.642857142857143,0.767350929,14.7177368200511
1188,"Sverige riksrep",0,1,"2",NA,NA,5,4,4,5,2,1,3,2,1,0,1,1,2,0,1.73913043478261,1.37931034482759,0.767350929,14.7177368200511
1472,"Sverige riksrep",0,1,"0",NA,NA,2,4,NA,4,5,4,4,3,0,1,0,1,2,0,1.73913043478261,NA,0.767350929,11.9524328515264
1273,"Sverige riksrep",0,0,"2",NA,NA,4,3,4,4,3,1,4,1,0,0,0,0,1,0,1.875,1.29032258064516,0.767350929,16.4057161730772
1193,"Sverige riksrep",0,1,"1",NA,NA,3,4,5,5,2,4,2,5,1,1,1,1,1,0,1.14285714285714,1.28205128205128,0.767350929,16.6131092862998
162,"Sverige riksrep",0,1,"0",NA,NA,4,2,2,2,1,1,1,2,0,1,1,1,2,0,1.25,1.33333333333333,0.767350929,16.4057161730772
2081,"Sverige riksrep",0,1,"2",NA,NA,4,5,3,2,2,5,1,3,0,0,1,1,1,0,3.125,1.57894736842105,0.767350929,16.4057161730772
2149,"Sverige riksrep",0,1,"1",NA,NA,5,4,4,4,4,4,5,4,1,1,0,1,1,0,2.22222222222222,1.33333333333333,0.767350929,14.7177368200511
2366,"Sverige riksrep",0,0,"1",NA,NA,2,5,4,5,3,2,3,2,0,1,1,1,0,0,1.61290322580645,1.48148148148148,0.767350929,11.9524328515264
679,"Sverige riksrep",0,1,"1",NA,NA,7,3,3,5,3,2,3,2,0,1,1,1,1,0,1.66666666666667,0.909090909090909,0.767350929,13.5793528618802
1441,"Sverige riksrep",0,1,"0",NA,NA,3,1,1,NA,1,5,1,5,0,1,0,0,NA,0,1.11111111111111,NA,0.767350929,16.6131092862998
1067,"Sverige riksrep",0,1,"2",NA,NA,2,3,3,4,3,1,2,2,1,0,0,1,2,0,2.30769230769231,1.66666666666667,0.767350929,11.9524328515264
2304,"Sverige riksrep",0,1,"2",NA,NA,3,2,2,3,3,2,2,2,0,0,1,1,1,0,0.869565217391304,0.769230769230769,0.767350929,16.6131092862998
1973,"Sverige riksrep",0,1,"1",NA,NA,4,3,4,4,2,3,3,3,1,1,0,0,1,0,1.25,1.33333333333333,0.767350929,16.4057161730772
2294,"Sverige riksrep",0,1,"1",NA,NA,4,4,2,3,1,3,2,4,1,1,0,1,2,0,1.81818181818182,0.909090909090909,0.767350929,16.4057161730772
1182,"Sverige riksrep",0,1,"1",NA,NA,2,2,3,3,2,2,3,2,0,1,0,1,2,0,1.33333333333333,0.882352941176471,0.767350929,11.9524328515264
734,"Sverige riksrep",0,1,"1",NA,NA,2,3,3,3,3,1,3,2,0,1,0,1,2,0,1.66666666666667,1.25,0.767350929,11.9524328515264
