"INTNR","kvotgrupp","BG_COUNTRY","BG_Gender","BG_Age","AGE_ITA","MUN_ITA","NUTS2","lik_airp","imp_ind_airp","imp_oth_airp","prep_aut_airp","prep_ind_airp","know_aut_airp","know_ind_airp","exper_airp","work","education","income","politic","smoke","lik_airp_rel","imp_ind_airp_rel","we","PM10_mean"
563,"Sverige Stockholm",0,0,"2",NA,NA,1,2,2,4,2,2,2,2,0,0,1,1,2,0,1.11111111111111,0.615384615384615,0.232649071,13.8966747371296
89,"Sverige Stockholm",0,1,"0",NA,NA,1,2,3,3,3,NA,3,3,0,1,1,1,2,0,0.952380952380952,1.11111111111111,0.232649071,13.8966747371296
2032,"Sverige Stockholm",0,1,"1",NA,NA,1,3,2,3,2,NA,1,3,0,1,0,1,2,0,1.07142857142857,1,0.232649071,13.8966747371296
1130,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,4,3,3,2,3,0,1,0,1,2,1,2,1.11111111111111,0.232649071,13.8966747371296
1807,"Sverige Stockholm",0,0,"1",NA,NA,1,4,3,4,2,1,3,2,NA,1,1,1,2,0,1.81818181818182,1.66666666666667,0.232649071,13.8966747371296
1395,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,4,3,1,3,1,0,1,0,1,2,1,1.6,1,0.232649071,13.8966747371296
1725,"Sverige Stockholm",0,0,"1",NA,NA,1,5,5,5,3,5,4,4,1,1,0,1,NA,0,1.31578947368421,1.11111111111111,0.232649071,13.8966747371296
1043,"Sverige Stockholm",0,1,"2",NA,NA,1,2,2,4,4,3,2,2,1,0,1,1,2,0,1.42857142857143,1,0.232649071,13.8966747371296
507,"Sverige Stockholm",0,0,"2",NA,NA,1,4,4,4,3,3,3,4,1,0,1,1,1,0,1.37931034482759,1.08108108108108,0.232649071,13.8966747371296
1291,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,4,2,1,2,2,0,1,1,1,2,0,1.33333333333333,0.909090909090909,0.232649071,13.8966747371296
182,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,3,4,2,4,3,0,1,1,1,1,0,2.27272727272727,1.73913043478261,0.232649071,13.8966747371296
519,"Sverige Stockholm",0,1,"0",NA,NA,1,3,3,3,2,2,2,2,1,1,1,1,1,0,1.66666666666667,1.2,0.232649071,13.8966747371296
283,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,4,2,2,2,1,0,1,0,0,2,0,1.73913043478261,1.11111111111111,0.232649071,13.8966747371296
2043,"Sverige Stockholm",0,1,"2",NA,NA,1,5,4,5,3,2,3,2,1,0,0,1,1,0,2.27272727272727,1.25,0.232649071,13.8966747371296
1500,"Sverige Stockholm",0,0,"0",NA,NA,1,4,4,5,2,2,3,3,1,1,0,1,2,0,1.29032258064516,1.11111111111111,0.232649071,13.8966747371296
242,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,2,3,3,3,3,1,1,1,0,2,0,NA,1.11111111111111,0.232649071,13.8966747371296
330,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,3,2,1,2,2,NA,1,1,1,2,0,1.42857142857143,1.2,0.232649071,13.8966747371296
1327,"Sverige Stockholm",0,0,"1",NA,NA,1,4,3,2,2,2,2,2,NA,0,0,1,2,1,1.66666666666667,1.35,0.232649071,13.8966747371296
226,"Sverige Stockholm",0,1,"2",NA,NA,1,3,3,3,NA,3,4,4,1,0,1,1,0,0,1.58823529411765,1.03448275862069,0.232649071,13.8966747371296
1509,"Sverige Stockholm",0,0,"0",NA,NA,1,5,NA,5,NA,NA,NA,NA,0,0,1,0,1,0,1.5,NA,0.232649071,13.8966747371296
1587,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,4,1,2,1,2,1,1,0,1,2,0,1.42857142857143,1.8,0.232649071,13.8966747371296
2028,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,4,3,1,3,2,1,0,0,1,1,0,2,1.35135135135135,0.232649071,13.8966747371296
40,"Sverige Stockholm",0,1,"1",NA,NA,1,5,4,4,2,1,5,2,1,1,1,1,2,0,3.57142857142857,1.48148148148148,0.232649071,13.8966747371296
1528,"Sverige Stockholm",0,1,"1",NA,NA,1,4,3,3,NA,NA,1,3,1,1,1,0,2,0,1.53846153846154,1,0.232649071,13.8966747371296
83,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,3,3,2,4,1,0,1,1,2,0,1.78571428571429,1.11111111111111,0.232649071,13.8966747371296
926,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,4,2,2,2,3,1,1,0,1,0,0,1.66666666666667,1.53846153846154,0.232649071,13.8966747371296
1944,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,3,2,4,3,2,0,1,1,1,2,0,1,0.869565217391304,0.232649071,13.8966747371296
1919,"Sverige Stockholm",0,1,"0",NA,NA,1,5,4,5,2,1,2,2,1,1,1,1,1,0,1.61290322580645,1.05263157894737,0.232649071,13.8966747371296
127,"Sverige Stockholm",0,1,"1",NA,NA,1,5,4,4,2,1,3,2,1,1,1,1,2,0,2.08333333333333,1.02857142857143,0.232649071,13.8966747371296
139,"Sverige Stockholm",0,0,"1",NA,NA,1,4,3,4,2,3,3,NA,1,1,0,1,NA,0,1.39130434782609,1.16666666666667,0.232649071,13.8966747371296
1266,"Sverige Stockholm",0,0,"0",NA,NA,1,4,5,5,3,1,3,2,1,1,1,1,1,0,1.66666666666667,1.15384615384615,0.232649071,13.8966747371296
2404,"Sverige Stockholm",0,0,"0",NA,NA,1,3,NA,NA,3,1,NA,1,NA,1,1,1,1,0,1.2,NA,0.232649071,13.8966747371296
27,"Sverige Stockholm",0,1,"1",NA,NA,1,2,3,3,2,2,2,2,1,1,1,1,1,0,0.8,1.07142857142857,0.232649071,13.8966747371296
1101,"Sverige Stockholm",0,1,"0",NA,NA,1,1,2,3,2,1,2,1,1,1,0,1,2,0,0.555555555555556,0.869565217391304,0.232649071,13.8966747371296
430,"Sverige Stockholm",0,0,"0",NA,NA,1,5,3,4,2,1,4,2,0,1,1,1,1,0,2.27272727272727,0.833333333333333,0.232649071,13.8966747371296
289,"Sverige Stockholm",0,1,"1",NA,NA,1,3,2,3,3,3,3,3,0,1,0,NA,NA,0,1.36363636363636,1.05263157894737,0.232649071,13.8966747371296
65,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,3,3,1,4,1,0,1,1,1,2,0,1,0.54054054054054,0.232649071,13.8966747371296
230,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,4,3,1,4,1,NA,1,1,1,2,0,1.72413793103448,1.47058823529412,0.232649071,13.8966747371296
483,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,5,1,5,1,0,0,1,1,2,0,2.94117647058824,1.19047619047619,0.232649071,13.8966747371296
2393,"Sverige Stockholm",0,1,"2",NA,NA,1,4,3,3,3,4,3,5,1,0,0,1,2,0,2.35294117647059,1.42105263157895,0.232649071,13.8966747371296
1264,"Sverige Stockholm",0,1,"2",NA,NA,1,4,3,3,3,2,3,2,1,0,1,1,2,0,1.53846153846154,1.36363636363636,0.232649071,13.8966747371296
2203,"Sverige Stockholm",0,0,"0",NA,NA,1,3,4,4,2,2,3,2,1,0,0,1,2,0,1.76470588235294,1.25,0.232649071,13.8966747371296
539,"Sverige Stockholm",0,0,"0",NA,NA,1,5,4,5,2,NA,2,3,1,1,1,1,1,0,1.78571428571429,1.66666666666667,0.232649071,13.8966747371296
251,"Sverige Stockholm",0,1,"0",NA,NA,1,4,5,5,3,1,3,3,1,NA,1,1,1,0,1.37931034482759,1.28571428571429,0.232649071,13.8966747371296
1398,"Sverige Stockholm",0,1,"2",NA,NA,1,2,2,3,3,4,4,4,0,0,0,1,0,0,1.53846153846154,1.66666666666667,0.232649071,13.8966747371296
327,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,1,3,2,2,1,0,1,1,1,1,1.85185185185185,1.17647058823529,0.232649071,13.8966747371296
553,"Sverige Stockholm",0,0,"0",NA,NA,1,2,3,3,2,2,3,3,NA,1,1,1,2,0,1.33333333333333,1.22727272727273,0.232649071,13.8966747371296
1886,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,4,3,2,3,3,1,1,1,1,2,0,1.85185185185185,1.29032258064516,0.232649071,13.8966747371296
369,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,5,2,1,4,3,0,1,1,1,2,0,1.53846153846154,1.73913043478261,0.232649071,13.8966747371296
216,"Sverige Stockholm",0,0,"1",NA,NA,1,5,3,3,1,1,1,1,NA,0,1,1,0,0,1.85185185185185,NA,0.232649071,13.8966747371296
1993,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,3,1,1,1,2,0,1,0,1,2,0,1.33333333333333,0.606060606060606,0.232649071,13.8966747371296
1447,"Sverige Stockholm",0,0,"0",NA,NA,1,4,4,4,2,1,3,2,0,1,1,0,2,0,2.10526315789474,1.11111111111111,0.232649071,13.8966747371296
1416,"Sverige Stockholm",0,0,"2",NA,NA,1,5,4,4,2,2,2,1,0,0,NA,0,0,0,1.38888888888889,1.05263157894737,0.232649071,13.8966747371296
85,"Sverige Stockholm",0,0,"0",NA,NA,1,4,5,5,1,NA,1,2,1,1,1,1,1,0,1.29032258064516,1.11111111111111,0.232649071,13.8966747371296
2206,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,5,3,2,3,2,0,1,1,1,1,0,1.9047619047619,2,0.232649071,13.8966747371296
1116,"Sverige Stockholm",0,1,"0",NA,NA,1,4,4,4,2,2,2,2,0,1,1,1,1,0,1.6,1.14285714285714,0.232649071,13.8966747371296
1512,"Sverige Stockholm",0,1,"0",NA,NA,1,2,3,5,2,1,2,3,1,1,0,1,2,0,1.81818181818182,0.931034482758621,0.232649071,13.8966747371296
1225,"Sverige Stockholm",0,1,"2",NA,NA,1,1,1,2,4,5,5,5,0,1,1,1,0,0,0.625,0.4,0.232649071,13.8966747371296
238,"Sverige Stockholm",0,1,"0",NA,NA,1,3,2,2,2,1,5,1,0,0,1,1,1,0,1.875,1.53846153846154,0.232649071,13.8966747371296
1236,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,4,3,2,3,3,1,1,1,0,2,0,0.909090909090909,0.769230769230769,0.232649071,13.8966747371296
1238,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,3,3,2,3,2,1,1,1,1,2,0,1.5,1.2,0.232649071,13.8966747371296
168,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,3,4,1,3,2,1,1,0,1,1,0,3.33333333333333,1.21212121212121,0.232649071,13.8966747371296
1049,"Sverige Stockholm",0,0,"1",NA,NA,1,4,5,4,2,2,4,3,1,1,1,1,1,0,1.29032258064516,1.42857142857143,0.232649071,13.8966747371296
1507,"Sverige Stockholm",0,1,"0",NA,NA,1,5,5,5,1,3,2,3,1,1,1,1,1,1,2.5,1.19047619047619,0.232649071,13.8966747371296
237,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,3,1,3,3,3,1,1,1,1,0,0,1.66666666666667,2,0.232649071,13.8966747371296
1946,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,1,3,1,3,1,0,1,1,1,0,1.92307692307692,1.72413793103448,0.232649071,13.8966747371296
1945,"Sverige Stockholm",0,0,"0",NA,NA,1,5,4,5,3,2,4,3,1,1,1,1,1,0,1.51515151515152,1.25,0.232649071,13.8966747371296
1091,"Sverige Stockholm",0,1,"0",NA,NA,1,4,2,3,2,2,4,2,0,0,1,1,2,0,2.66666666666667,0.833333333333333,0.232649071,13.8966747371296
1628,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,5,4,4,5,3,0,1,1,0,1,0,1.875,1.6,0.232649071,13.8966747371296
103,"Sverige Stockholm",0,0,"0",NA,NA,1,5,4,4,3,3,3,3,1,1,1,1,2,0,2,1.66666666666667,0.232649071,13.8966747371296
37,"Sverige Stockholm",0,1,"0",NA,NA,1,4,5,1,2,3,4,3,1,1,1,1,2,0,1.53846153846154,1.72413793103448,0.232649071,13.8966747371296
2017,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,4,3,2,3,3,1,1,0,1,0,0,2.85714285714286,1.29032258064516,0.232649071,13.8966747371296
2139,"Sverige Stockholm",0,0,"1",NA,NA,1,3,4,5,2,2,3,2,NA,1,1,1,2,0,1.36363636363636,1.05263157894737,0.232649071,13.8966747371296
95,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,4,3,2,3,2,1,1,1,1,0,0,1.875,0.875,0.232649071,13.8966747371296
169,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,3,3,4,3,3,1,1,1,1,1,0,2,1.11111111111111,0.232649071,13.8966747371296
1022,"Sverige Stockholm",0,0,"2",NA,NA,1,3,4,5,1,1,3,1,0,1,0,1,1,0,1.76470588235294,1.73913043478261,0.232649071,13.8966747371296
1120,"Sverige Stockholm",0,0,"2",NA,NA,1,5,4,4,3,3,4,4,1,0,1,NA,0,0,2.27272727272727,0.96969696969697,0.232649071,13.8966747371296
81,"Sverige Stockholm",0,1,"0",NA,NA,1,3,5,5,2,2,2,3,0,1,1,1,1,0,1.76470588235294,1.47058823529412,0.232649071,13.8966747371296
2392,"Sverige Stockholm",0,0,"1",NA,NA,1,5,5,5,3,2,3,4,1,1,0,1,2,0,1.66666666666667,1.38888888888889,0.232649071,13.8966747371296
206,"Sverige Stockholm",0,0,"0",NA,NA,1,4,3,4,1,1,2,1,1,1,1,1,1,0,1.11111111111111,0.84375,0.232649071,13.8966747371296
1057,"Sverige Stockholm",0,1,"2",NA,NA,1,4,4,4,2,1,1,1,0,0,0,1,0,0,1.53846153846154,1.12,0.232649071,13.8966747371296
387,"Sverige Stockholm",0,1,"2",NA,NA,1,4,3,4,2,3,2,3,1,0,1,1,2,0,1.9047619047619,1.25,0.232649071,13.8966747371296
2318,"Sverige Stockholm",0,0,"0",NA,NA,1,4,5,5,2,1,2,4,1,0,0,0,1,1,1.42857142857143,1.66666666666667,0.232649071,13.8966747371296
1460,"Sverige Stockholm",0,1,"0",NA,NA,1,1,2,4,5,1,3,1,0,1,1,1,1,0,0.588235294117647,0.952380952380952,0.232649071,13.8966747371296
1360,"Sverige Stockholm",0,1,"0",NA,NA,1,3,3,4,3,3,4,3,0,1,1,1,2,0,1.5,0.833333333333333,0.232649071,13.8966747371296
419,"Sverige Stockholm",0,1,"0",NA,NA,1,4,4,4,4,2,2,3,1,1,0,1,1,0,1.73913043478261,1.48148148148148,0.232649071,13.8966747371296
1482,"Sverige Stockholm",0,1,"0",NA,NA,1,3,3,4,1,1,2,1,0,1,0,1,2,0,1.15384615384615,0.833333333333333,0.232649071,13.8966747371296
1658,"Sverige Stockholm",0,0,"0",NA,NA,1,3,4,5,1,4,2,2,0,0,0,1,2,0,0.9375,1,0.232649071,13.8966747371296
2311,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,1,2,2,4,0,0,1,1,1,0,1.78571428571429,1.5625,0.232649071,13.8966747371296
326,"Sverige Stockholm",0,0,"0",NA,NA,1,4,3,5,1,1,1,3,1,1,1,0,2,0,1.73913043478261,0.810810810810811,0.232649071,13.8966747371296
449,"Sverige Stockholm",0,0,"1",NA,NA,1,3,5,5,3,3,3,3,0,0,1,0,2,0,1.11111111111111,1.21951219512195,0.232649071,13.8966747371296
116,"Sverige Stockholm",0,0,"2",NA,NA,1,3,5,4,NA,NA,NA,1,1,0,0,1,0,1,1.2,2,0.232649071,13.8966747371296
1562,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,4,4,3,3,1,1,1,1,1,0,1.85185185185185,1.78571428571429,0.232649071,13.8966747371296
2150,"Sverige Stockholm",0,0,"1",NA,NA,1,5,5,5,1,1,1,2,1,1,1,0,1,0,1.17647058823529,1.11111111111111,0.232649071,13.8966747371296
42,"Sverige Stockholm",0,1,"2",NA,NA,1,5,4,5,4,2,4,3,1,0,1,1,0,0,3.125,1.11111111111111,0.232649071,13.8966747371296
1885,"Sverige Stockholm",0,0,"0",NA,NA,1,NA,4,4,4,2,4,3,1,1,1,1,2,0,NA,1.21212121212121,0.232649071,13.8966747371296
671,"Sverige Stockholm",0,0,"0",NA,NA,1,2,4,4,2,2,2,3,0,1,1,1,2,0,1,1.25,0.232649071,13.8966747371296
2360,"Sverige Stockholm",0,0,"2",NA,NA,1,5,5,5,2,2,4,3,1,0,1,0,1,0,1.51515151515152,1.51515151515152,0.232649071,13.8966747371296
1261,"Sverige Stockholm",0,0,"2",NA,NA,1,5,4,5,3,2,3,2,NA,0,1,1,1,0,2.27272727272727,1.07692307692308,0.232649071,13.8966747371296
946,"Sverige Stockholm",0,0,"0",NA,NA,1,3,3,5,1,1,2,2,0,1,1,1,1,0,1.25,0.882352941176471,0.232649071,13.8966747371296
121,"Sverige Stockholm",0,0,"0",NA,NA,1,3,3,3,2,1,2,1,1,1,1,1,2,0,1.36363636363636,1.03448275862069,0.232649071,13.8966747371296
413,"Sverige Stockholm",0,0,"0",NA,NA,1,5,3,5,3,NA,4,2,1,1,1,1,1,0,1.72413793103448,0.909090909090909,0.232649071,13.8966747371296
2444,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,3,2,3,3,3,1,NA,1,NA,2,1,1.875,1.875,0.232649071,13.8966747371296
1069,"Sverige Stockholm",0,0,"0",NA,NA,1,5,3,4,3,2,2,2,1,1,1,1,2,0,1.85185185185185,0.931034482758621,0.232649071,13.8966747371296
1624,"Sverige Stockholm",0,0,"2",NA,NA,1,NA,NA,5,3,1,3,1,0,0,0,0,1,0,NA,NA,0.232649071,13.8966747371296
181,"Sverige Stockholm",0,0,"0",NA,NA,1,4,4,5,2,2,2,4,1,1,1,1,2,0,1.29032258064516,0.952380952380952,0.232649071,13.8966747371296
402,"Sverige Stockholm",0,1,"0",NA,NA,1,3,4,4,2,2,2,2,1,1,1,0,2,0,1.11111111111111,0.952380952380952,0.232649071,13.8966747371296
75,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,2,1,2,1,1,1,0,1,2,0,1.72413793103448,1.11111111111111,0.232649071,13.8966747371296
1326,"Sverige Stockholm",0,1,"1",NA,NA,1,4,5,5,3,3,3,3,1,1,1,1,2,0,2.35294117647059,1.5625,0.232649071,13.8966747371296
429,"Sverige Stockholm",0,0,"1",NA,NA,1,2,NA,2,2,1,2,1,0,1,1,1,2,0,1.11111111111111,NA,0.232649071,13.8966747371296
1779,"Sverige Stockholm",0,0,"1",NA,NA,1,4,3,4,3,2,4,3,1,1,1,1,1,0,1.14285714285714,0.857142857142857,0.232649071,13.8966747371296
2274,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,4,2,1,3,1,0,1,1,1,1,0,1.11111111111111,0.9375,0.232649071,13.8966747371296
201,"Sverige Stockholm",0,1,"1",NA,NA,1,5,2,2,NA,2,1,1,1,1,1,1,1,0,1.85185185185185,0.769230769230769,0.232649071,13.8966747371296
2229,"Sverige Stockholm",0,0,"0",NA,NA,1,3,3,2,2,2,2,1,1,0,1,1,0,0,1.42857142857143,0.9375,0.232649071,13.8966747371296
394,"Sverige Stockholm",0,1,"2",NA,NA,1,4,2,3,2,2,3,3,1,1,1,1,NA,0,2,1.06666666666667,0.232649071,13.8966747371296
34,"Sverige Stockholm",0,0,"2",NA,NA,1,1,1,2,2,1,1,1,0,0,0,1,2,0,0.5625,0.476190476190476,0.232649071,13.8966747371296
1783,"Sverige Stockholm",0,1,"2",NA,NA,1,4,4,3,2,2,3,2,1,0,0,1,2,0,2.22222222222222,1.66666666666667,0.232649071,13.8966747371296
185,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,3,3,3,2,4,0,1,1,1,1,0,1.11111111111111,1.15384615384615,0.232649071,13.8966747371296
441,"Sverige Stockholm",0,1,"0",NA,NA,1,3,3,3,2,2,4,2,0,1,1,1,1,0,1.25,1,0.232649071,13.8966747371296
406,"Sverige Stockholm",0,0,"2",NA,NA,1,3,3,5,3,2,3,2,0,0,1,1,1,0,1.76470588235294,1.25,0.232649071,13.8966747371296
1079,"Sverige Stockholm",0,1,"2",NA,NA,1,4,3,4,3,2,3,2,0,0,0,1,2,0,2.4,1.36363636363636,0.232649071,13.8966747371296
1784,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,5,3,3,3,3,1,1,0,1,NA,0,1.6,1.11111111111111,0.232649071,13.8966747371296
210,"Sverige Stockholm",0,0,"1",NA,NA,1,2,2,3,3,3,3,2,0,1,0,1,2,0,0.8,0.714285714285714,0.232649071,13.8966747371296
2399,"Sverige Stockholm",0,0,"2",NA,NA,1,3,4,5,3,3,3,3,1,0,1,1,2,0,1.2,1.17647058823529,0.232649071,13.8966747371296
1667,"Sverige Stockholm",0,0,"0",NA,NA,1,5,2,3,3,3,2,5,1,1,1,1,1,0,2.5,0.645161290322581,0.232649071,13.8966747371296
435,"Sverige Stockholm",0,1,"0",NA,NA,1,4,3,3,3,2,3,2,1,1,0,1,2,0,1.6,1.15384615384615,0.232649071,13.8966747371296
538,"Sverige Stockholm",0,0,"0",NA,NA,1,4,4,5,2,1,2,2,0,1,1,1,0,0,1.29032258064516,1.25,0.232649071,13.8966747371296
932,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,3,3,3,4,3,NA,1,1,1,2,0,1.875,1.30434782608696,0.232649071,13.8966747371296
1599,"Sverige Stockholm",0,1,"1",NA,NA,1,3,2,2,5,1,5,1,0,1,1,1,1,0,1.57894736842105,0.8,0.232649071,13.8966747371296
2221,"Sverige Stockholm",0,0,"1",NA,NA,1,4,5,5,1,3,1,1,1,0,0,0,1,0,1.14285714285714,1.42857142857143,0.232649071,13.8966747371296
1661,"Sverige Stockholm",0,1,"1",NA,NA,1,5,5,5,1,1,4,5,1,1,1,1,1,0,1.92307692307692,1.78571428571429,0.232649071,13.8966747371296
2381,"Sverige Stockholm",0,1,"0",NA,NA,1,5,5,5,1,1,5,4,1,1,0,1,1,1,2,2.25,0.232649071,13.8966747371296
2133,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,3,3,2,3,3,0,1,0,1,2,1,1.42857142857143,0.9375,0.232649071,13.8966747371296
159,"Sverige Stockholm",0,1,"0",NA,NA,1,3,3,2,1,4,3,3,0,0,NA,1,1,1,0.9375,0.967741935483871,0.232649071,13.8966747371296
1682,"Sverige Stockholm",0,1,"0",NA,NA,1,3,2,3,4,3,5,3,1,0,1,0,1,0,1.07142857142857,0.714285714285714,0.232649071,13.8966747371296
398,"Sverige Stockholm",0,0,"1",NA,NA,1,4,2,3,2,1,2,4,1,1,1,1,1,0,1.48148148148148,0.714285714285714,0.232649071,13.8966747371296
1006,"Sverige Stockholm",0,1,"1",NA,NA,1,5,3,3,4,1,2,2,1,1,1,1,2,1,1.72413793103448,1.25,0.232649071,13.8966747371296
1199,"Sverige Stockholm",0,1,"1",NA,NA,1,4,2,3,2,3,2,3,1,1,1,1,0,0,1.81818181818182,1.11111111111111,0.232649071,13.8966747371296
2169,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,1,1,1,1,1,0,0,0,0,1,1.35135135135135,1.11111111111111,0.232649071,13.8966747371296
1819,"Sverige Stockholm",0,1,"1",NA,NA,1,3,2,3,2,2,2,3,0,1,0,1,2,0,2.30769230769231,1.33333333333333,0.232649071,13.8966747371296
1774,"Sverige Stockholm",0,1,"2",NA,NA,1,3,3,4,3,4,5,3,0,0,1,1,2,1,2.72727272727273,1.11111111111111,0.232649071,13.8966747371296
1766,"Sverige Stockholm",0,1,"0",NA,NA,1,2,2,2,1,4,1,3,0,1,1,1,2,0,1.05263157894737,0.714285714285714,0.232649071,13.8966747371296
299,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,4,2,2,3,3,1,1,0,0,NA,0,1.37931034482759,1.11111111111111,0.232649071,13.8966747371296
229,"Sverige Stockholm",0,1,"0",NA,NA,1,3,2,3,2,1,3,1,0,1,0,1,2,0,1.5,0.714285714285714,0.232649071,13.8966747371296
295,"Sverige Stockholm",0,1,"2",NA,NA,1,4,3,3,2,1,2,4,1,0,1,1,0,0,1.53846153846154,1.57894736842105,0.232649071,13.8966747371296
1735,"Sverige Stockholm",0,0,"1",NA,NA,1,4,NA,5,3,1,3,1,0,0,0,0,2,0,2,NA,0.232649071,13.8966747371296
1560,"Sverige Stockholm",0,1,"2",NA,NA,1,4,3,4,3,3,3,2,0,0,0,1,2,1,1.9047619047619,1.5,0.232649071,13.8966747371296
533,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,1,1,5,3,0,0,1,1,1,0,2.5,1.40625,0.232649071,13.8966747371296
117,"Sverige Stockholm",0,0,"0",NA,NA,1,2,2,2,2,1,3,1,0,1,1,1,2,0,1.25,0.625,0.232649071,13.8966747371296
2086,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,4,3,4,4,2,1,1,1,1,2,0,2.10526315789474,1.17647058823529,0.232649071,13.8966747371296
23,"Sverige Stockholm",0,1,"2",NA,NA,1,3,2,4,4,2,3,2,0,0,1,1,0,0,1.30434782608696,0.782608695652174,0.232649071,13.8966747371296
2445,"Sverige Stockholm",0,0,"0",NA,NA,1,3,5,5,1,1,1,1,0,1,1,1,2,0,1.2,1.42857142857143,0.232649071,13.8966747371296
49,"Sverige Stockholm",0,0,"0",NA,NA,1,3,5,5,2,1,4,2,0,0,0,0,0,0,1.25,1.13636363636364,0.232649071,13.8966747371296
395,"Sverige Stockholm",0,1,"2",NA,NA,1,5,5,4,1,2,2,2,1,1,1,1,2,0,1.85185185185185,1.35135135135135,0.232649071,13.8966747371296
1638,"Sverige Stockholm",0,0,"0",NA,NA,1,4,2,3,3,1,2,1,0,1,1,1,2,0,1.73913043478261,0.666666666666667,0.232649071,13.8966747371296
157,"Sverige Stockholm",0,1,"2",NA,NA,1,3,3,4,3,2,2,2,1,0,1,1,1,0,1.76470588235294,1.875,0.232649071,13.8966747371296
2192,"Sverige Stockholm",0,1,"2",NA,NA,1,2,2,3,2,1,2,1,0,NA,1,1,0,0,1.17647058823529,NA,0.232649071,13.8966747371296
1498,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,1,3,2,4,1,0,1,0,1,0,1.85185185185185,1.66666666666667,0.232649071,13.8966747371296
524,"Sverige Stockholm",0,1,"1",NA,NA,1,1,2,3,2,2,3,2,1,0,0,1,2,0,0.666666666666667,0.8,0.232649071,13.8966747371296
187,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,3,2,3,3,1,1,1,1,1,0,1.51515151515152,1.42857142857143,0.232649071,13.8966747371296
1803,"Sverige Stockholm",0,1,"0",NA,NA,1,4,4,4,3,1,3,3,1,1,1,1,1,0,1.9047619047619,1.11111111111111,0.232649071,13.8966747371296
1017,"Sverige Stockholm",0,1,"1",NA,NA,1,4,3,4,4,4,3,4,0,1,0,1,2,0,1.6,1.36363636363636,0.232649071,13.8966747371296
154,"Sverige Stockholm",0,0,"2",NA,NA,1,4,3,4,3,1,4,3,1,0,0,1,1,0,1.73913043478261,1.28571428571429,0.232649071,13.8966747371296
316,"Sverige Stockholm",0,0,"1",NA,NA,1,3,2,3,3,3,3,2,0,1,0,1,2,0,1.76470588235294,1.05882352941176,0.232649071,13.8966747371296
219,"Sverige Stockholm",0,0,"2",NA,NA,1,4,5,5,5,1,5,3,0,0,0,1,1,0,1.56521739130435,1.31578947368421,0.232649071,13.8966747371296
2072,"Sverige Stockholm",0,0,"0",NA,NA,1,3,4,3,2,1,2,2,0,1,1,1,2,0,1.42857142857143,1.11111111111111,0.232649071,13.8966747371296
2256,"Sverige Stockholm",0,0,"0",NA,NA,1,3,4,4,1,1,NA,1,1,1,1,1,2,0,1.03448275862069,1.05263157894737,0.232649071,13.8966747371296
